,Element,Wavelength,n,k,Source
5184,SiO2,2.918,1.4211544161909,0.0,
5185,SiO2,3.021,1.4187459519934,0.0,
5186,SiO2,3.128,1.416117293379,0.0,
5187,SiO2,3.238,1.4132741569442,0.0,
5188,SiO2,3.352,1.4101696832452,0.0,
5189,SiO2,3.47,1.4067782146466,0.0,
5190,SiO2,3.592,1.4030708962299,0.0,
5191,SiO2,3.719,1.3989819997456,0.0,
5192,SiO2,3.85,1.3945035722002,0.0,
5193,SiO2,3.986,1.3895553417944,0.0,
5194,SiO2,4.126,1.3841208059058,0.0,
5195,SiO2,4.271,1.3780997735118,0.0,
5196,SiO2,4.422,1.3713701305288,0.0,
5197,SiO2,4.578,1.36388143366,0.0,
5198,SiO2,4.739,1.3555262189157,0.0,
5199,SiO2,4.906,1.3461171232165,0.0,
5200,SiO2,5.079,1.3354823573874,0.0,
5201,SiO2,5.258,1.3234105439689,0.0,
5202,SiO2,5.443,1.3096384003386,0.0,
5203,SiO2,5.635,1.2937460280032,0.0,
5204,SiO2,5.833,1.2753723963511,0.0,
5205,SiO2,6.039,1.2537289561387,0.0,
5206,SiO2,6.252,1.2280888354422,0.0,
5207,SiO2,6.472,1.1973256716307,0.0,
5208,TF10,0.365,1.89876,0.0,LZOS - Optical glass
5209,TF10,0.40466,1.86571,0.0,LZOS - Optical glass
5210,TF10,0.43583,1.848338,0.0,LZOS - Optical glass
5211,TF10,0.47999,1.830897,0.0,LZOS - Optical glass
5212,TF10,0.48613,1.828936,0.0,LZOS - Optical glass
5213,TF10,0.488,1.82836,0.0,LZOS - Optical glass
5214,TF10,0.514,1.82109,0.0,LZOS - Optical glass
5215,TF10,0.5208,1.8194,0.0,LZOS - Optical glass
5216,TF10,0.53,1.81724,0.0,LZOS - Optical glass
5217,TF10,0.54607,1.813767,0.0,LZOS - Optical glass
5218,TF10,0.5682,1.80953,0.0,LZOS - Optical glass
5219,TF10,0.58756,1.806274,0.0,LZOS - Optical glass
5220,TF10,0.58929,1.806,0.0,LZOS - Optical glass
5221,TF10,0.6328,1.79991,0.0,LZOS - Optical glass
5222,TF10,0.64385,1.798572,0.0,LZOS - Optical glass
5223,TF10,0.6471,1.79819,0.0,LZOS - Optical glass
5224,TF10,0.65627,1.797156,0.0,LZOS - Optical glass
5225,TF10,0.6943,1.79332,0.0,LZOS - Optical glass
5226,TF10,0.70652,1.79222,0.0,LZOS - Optical glass
5227,TF10,0.7682,1.78749,0.0,LZOS - Optical glass
5228,TF10,0.8521,1.78263,0.0,LZOS - Optical glass
5229,TF10,0.89,1.78085,0.0,LZOS - Optical glass
5230,TF10,1.0139,1.77626,0.0,LZOS - Optical glass
5231,TF10,1.06,1.7749,0.0,LZOS - Optical glass
5232,TF10,1.1286,1.7731,0.0,LZOS - Optical glass
5233,TF10,1.3951,1.7678,0.0,LZOS - Optical glass
5234,TF10,1.5296,1.76566,0.0,LZOS - Optical glass
5235,TF10,1.8131,1.76159,0.0,LZOS - Optical glass
5236,TF10,1.9701,1.75941,0.0,LZOS - Optical glass
5237,TF10,2.2493,1.7554,0.0,LZOS - Optical glass
5238,TF10,2.3254,1.75425,0.0,LZOS - Optical glass
5239,TF2,0.365,1.73062,0.0,LZOS - Optical glass
5240,TF2,0.40466,1.71068,0.0,LZOS - Optical glass
5241,TF2,0.43583,1.699831,0.0,LZOS - Optical glass
5242,TF2,0.47999,1.688733,0.0,LZOS - Optical glass
5243,TF2,0.48613,1.687472,0.0,LZOS - Optical glass
5244,TF2,0.488,1.6871,0.0,LZOS - Optical glass
5245,TF2,0.514,1.68239,0.0,LZOS - Optical glass
5246,TF2,0.5208,1.6813,0.0,LZOS - Optical glass
5247,TF2,0.53,1.67989,0.0,LZOS - Optical glass
5248,TF2,0.54607,1.677617,0.0,LZOS - Optical glass
5249,TF2,0.5682,1.67484,0.0,LZOS - Optical glass
5250,TF2,0.58756,1.67268,0.0,LZOS - Optical glass
5251,TF2,0.58929,1.6725,0.0,LZOS - Optical glass
5252,TF2,0.6328,1.66844,0.0,LZOS - Optical glass
5253,TF2,0.64385,1.667553,0.0,LZOS - Optical glass
5254,TF2,0.6471,1.6673,0.0,LZOS - Optical glass
5255,TF2,0.65627,1.666602,0.0,LZOS - Optical glass
5256,TF2,0.6943,1.66401,0.0,LZOS - Optical glass
5257,TF2,0.70652,1.66327,0.0,LZOS - Optical glass
5258,TF2,0.7682,1.66003,0.0,LZOS - Optical glass
5259,TF2,0.8521,1.65665,0.0,LZOS - Optical glass
5260,TF2,0.89,1.65539,0.0,LZOS - Optical glass
5261,TF2,1.0139,1.65208,0.0,LZOS - Optical glass
5262,TF2,1.06,1.65106,0.0,LZOS - Optical glass
5263,TF2,1.1286,1.6497,0.0,LZOS - Optical glass
5264,TF2,1.3951,1.64546,0.0,LZOS - Optical glass
5265,TF2,1.5296,1.64362,0.0,LZOS - Optical glass
5266,TF2,1.8131,1.63993,0.0,LZOS - Optical glass
5267,TF2,1.9701,1.63785,0.0,LZOS - Optical glass
5268,TF2,2.2493,1.63394,0.0,LZOS - Optical glass
5269,TF2,2.3254,1.63281,0.0,LZOS - Optical glass
5270,TF4,0.365,1.81477,0.0,LZOS - Optical glass
5271,TF4,0.40466,1.7886,0.0,LZOS - Optical glass
5272,TF4,0.43583,1.774548,0.0,LZOS - Optical glass
5273,TF4,0.47999,1.760321,0.0,LZOS - Optical glass
5274,TF4,0.48613,1.758714,0.0,LZOS - Optical glass
5275,TF4,0.488,1.75823,0.0,LZOS - Optical glass
5276,TF4,0.514,1.75226,0.0,LZOS - Optical glass
5277,TF4,0.5208,1.75087,0.0,LZOS - Optical glass
5278,TF4,0.53,1.74909,0.0,LZOS - Optical glass
5279,TF4,0.54607,1.746231,0.0,LZOS - Optical glass
5280,TF4,0.5682,1.74273,0.0,LZOS - Optical glass
5281,TF4,0.58756,1.740024,0.0,LZOS - Optical glass
5282,TF4,0.58929,1.7398,0.0,LZOS - Optical glass
5283,TF4,0.6328,1.73473,0.0,LZOS - Optical glass
5284,TF4,0.64385,1.733616,0.0,LZOS - Optical glass
5285,TF4,0.6471,1.7333,0.0,LZOS - Optical glass
5286,TF4,0.65627,1.732434,0.0,LZOS - Optical glass
5287,TF4,0.6943,1.72923,0.0,LZOS - Optical glass
5288,TF4,0.70652,1.72831,0.0,LZOS - Optical glass
5289,TF4,0.7682,1.72432,0.0,LZOS - Optical glass
5290,TF4,0.8521,1.72019,0.0,LZOS - Optical glass
5291,TF4,0.89,1.71868,0.0,LZOS - Optical glass
5292,TF4,1.0139,1.7147,0.0,LZOS - Optical glass
5293,TF4,1.06,1.7135,0.0,LZOS - Optical glass
5294,TF4,1.1286,1.71191,0.0,LZOS - Optical glass
5295,TF4,1.3951,1.70708,0.0,LZOS - Optical glass
5296,TF4,1.5296,1.70506,0.0,LZOS - Optical glass
5297,TF4,1.8131,1.70113,0.0,LZOS - Optical glass
5298,TF4,1.9701,1.69899,0.0,LZOS - Optical glass
5299,TF4,2.2493,1.69507,0.0,LZOS - Optical glass
5300,TF4,2.3254,1.69396,0.0,LZOS - Optical glass
5301,TF5,0.365,1.8336,0.0,LZOS - Optical glass
5302,TF5,0.40466,1.80608,0.0,LZOS - Optical glass
5303,TF5,0.43583,1.791346,0.0,LZOS - Optical glass
5304,TF5,0.47999,1.776436,0.0,LZOS - Optical glass
5305,TF5,0.48613,1.774755,0.0,LZOS - Optical glass
5306,TF5,0.488,1.77426,0.0,LZOS - Optical glass
5307,TF5,0.514,1.76802,0.0,LZOS - Optical glass
5308,TF5,0.5208,1.76657,0.0,LZOS - Optical glass
5309,TF5,0.53,1.7647,0.0,LZOS - Optical glass
5310,TF5,0.54607,1.761712,0.0,LZOS - Optical glass
5311,TF5,0.5682,1.75806,0.0,LZOS - Optical glass
5312,TF5,0.58756,1.755234,0.0,LZOS - Optical glass
5313,TF5,0.58929,1.755,0.0,LZOS - Optical glass
5314,TF5,0.6328,1.74971,0.0,LZOS - Optical glass
5315,TF5,0.64385,1.748557,0.0,LZOS - Optical glass
5316,TF5,0.6471,1.74822,0.0,LZOS - Optical glass
5317,TF5,0.65627,1.747325,0.0,LZOS - Optical glass
5318,TF5,0.6943,1.74397,0.0,LZOS - Optical glass
5319,TF5,0.70652,1.74301,0.0,LZOS - Optical glass
5320,TF5,0.7682,1.73886,0.0,LZOS - Optical glass
5321,TF5,0.8521,1.73457,0.0,LZOS - Optical glass
5322,TF5,0.89,1.73299,0.0,LZOS - Optical glass
5323,TF5,1.0139,1.72888,0.0,LZOS - Optical glass
5324,TF5,1.06,1.72765,0.0,LZOS - Optical glass
5325,TF5,1.1286,1.72601,0.0,LZOS - Optical glass
5326,TF5,1.3951,1.72107,0.0,LZOS - Optical glass
5327,TF5,1.5296,1.71903,0.0,LZOS - Optical glass
5328,TF5,1.8131,1.71508,0.0,LZOS - Optical glass
5329,TF5,1.9701,1.71294,0.0,LZOS - Optical glass
5330,TF5,2.2493,1.70903,0.0,LZOS - Optical glass
5331,TF5,2.3254,1.70792,0.0,LZOS - Optical glass
5332,Ta1,0.017586,0.8953,0.0592,
5333,Ta1,0.017712,0.8936,0.0599,
5334,Ta1,0.017839,0.8926,0.0605,
5335,Ta1,0.017969,0.891,0.0617,
5336,Ta1,0.0181,0.8893,0.0624,
5337,Ta1,0.018233,0.8883,0.0636,
5338,Ta1,0.018368,0.8866,0.0643,
5339,Ta1,0.018505,0.885,0.065,
5340,Ta1,0.018644,0.8834,0.0662,
5341,Ta1,0.018785,0.8812,0.067,
5342,Ta1,0.018929,0.8796,0.0682,
5343,Ta1,0.019074,0.8774,0.069,
5344,Ta1,0.019222,0.8757,0.0702,
5345,Ta1,0.019373,0.8735,0.071,
5346,Ta1,0.019525,0.8713,0.0723,
5347,Ta1,0.01968,0.8686,0.0737,
5348,Ta1,0.019837,0.8664,0.075,
5349,Ta1,0.019997,0.8636,0.0764,
5350,Ta1,0.02016,0.8608,0.0778,
5351,Ta1,0.020325,0.8581,0.0792,
5352,Ta1,0.020493,0.8547,0.0807,
5353,Ta1,0.020664,0.8513,0.0822,
5354,Ta1,0.020838,0.848,0.0843,
5355,Ta1,0.021014,0.8447,0.0864,
5356,Ta1,0.021194,0.8407,0.0886,
5357,Ta1,0.021377,0.8368,0.0908,
5358,Ta1,0.021562,0.8323,0.0937,
5359,Ta1,0.021752,0.8278,0.096,
5360,Ta1,0.021944,0.8228,0.0997,
5361,Ta1,0.02214,0.8177,0.1033,
5362,Ta1,0.022339,0.8127,0.1071,
5363,Ta1,0.022543,0.8065,0.1116,
5364,Ta1,0.022749,0.801,0.1167,
5365,Ta1,0.02296,0.7943,0.1221,
5366,Ta1,0.023175,0.7878,0.1288,
5367,Ta1,0.023393,0.7814,0.1363,
5368,Ta1,0.023616,0.7739,0.1447,
5369,Ta1,0.023843,0.7667,0.1546,
5370,Ta1,0.024075,0.7601,0.1664,
5371,Ta1,0.024311,0.7537,0.1791,
5372,Ta1,0.024551,0.7476,0.1946,
5373,Ta1,0.024797,0.7429,0.212,
5374,Ta1,0.025047,0.7399,0.2311,
5375,Ta1,0.025303,0.7396,0.2529,
5376,Ta1,0.025564,0.7427,0.2767,
5377,Ta1,0.02583,0.7502,0.3013,
5378,Ta1,0.026102,0.7635,0.3255,
5379,Ta1,0.02638,0.7825,0.3483,
5380,Ta1,0.026663,0.8069,0.3662,
5381,Ta1,0.026953,0.8355,0.3782,
5382,Ta1,0.027249,0.8656,0.3824,
5383,Ta1,0.027552,0.8945,0.3784,
5384,Ta1,0.027862,0.9196,0.367,
5385,Ta1,0.028178,0.9383,0.3512,
5386,Ta1,0.028502,0.9499,0.3321,
5387,Ta1,0.028834,0.9542,0.3139,
5388,Ta1,0.029173,0.9528,0.2981,
5389,Ta1,0.02952,0.9458,0.2855,
5390,Ta1,0.029876,0.936,0.2778,
5391,Ta1,0.03024,0.9235,0.2756,
5392,Ta1,0.030613,0.9106,0.2795,
5393,Ta1,0.030996,0.8989,0.2898,
5394,Ta1,0.031388,0.8902,0.3072,
5395,Ta1,0.031791,0.8887,0.3314,
5396,Ta1,0.032204,0.8978,0.3592,
5397,Ta1,0.032627,0.9209,0.386,
5398,Ta1,0.033062,0.9576,0.4036,
5399,Ta1,0.033509,1.0026,0.404,
5400,Ta1,0.033968,1.0454,0.3845,
5401,Ta1,0.03444,1.0752,0.3506,
5402,Ta1,0.034925,1.0893,0.3108,
5403,Ta1,0.035424,1.0892,0.2727,
5404,Ta1,0.035937,1.0794,0.2409,
5405,Ta1,0.036466,1.064,0.2148,
5406,Ta1,0.03701,1.046,0.195,
5407,Ta1,0.037571,1.0264,0.1802,
5408,Ta1,0.038149,1.0063,0.1694,
5409,Ta1,0.038745,0.986,0.1618,
5410,Ta1,0.03936,0.9652,0.157,
5411,Ta1,0.039995,0.9448,0.154,
5412,Ta1,0.040651,0.9244,0.1536,
5413,Ta1,0.041328,0.9033,0.155,
5414,Ta1,0.042029,0.8826,0.1581,
5415,Ta1,0.042753,0.8607,0.1638,
5416,Ta1,0.043503,0.8394,0.1721,
5417,Ta1,0.04428,0.8177,0.1834,
5418,Ta1,0.045085,0.7965,0.1984,
5419,Ta1,0.04592,0.7781,0.2178,
5420,Ta1,0.046786,0.766,0.2402,
5421,Ta1,0.047686,0.7612,0.2614,
5422,Ta1,0.048621,0.7618,0.2744,
5423,Ta1,0.049594,0.7589,0.2774,
5424,Ta1,0.050606,0.745,0.2758,
5425,Ta1,0.05166,0.7213,0.278,
5426,Ta1,0.052759,0.6913,0.2879,
5427,Ta1,0.053906,0.6588,0.3051,
5428,Ta1,0.055104,0.6253,0.3302,
5429,Ta1,0.056356,0.5933,0.3633,
5430,Ta1,0.057667,0.5632,0.404,
5431,Ta1,0.05904,0.5362,0.4522,
5432,Ta1,0.06048,0.5163,0.5085,
5433,Ta1,0.061992,0.5043,0.5721,
5434,Ta1,0.063582,0.5047,0.6409,
5435,Ta1,0.065255,0.5256,0.7115,
5436,Ta1,0.067018,0.5701,0.7596,
5437,Ta1,0.06888,0.5974,0.77,
5438,Ta1,0.070848,0.5887,0.7916,
5439,Ta1,0.072932,0.5813,0.8396,
5440,Ta1,0.075142,0.5868,0.8963,
5441,Ta1,0.07749,0.6039,0.9538,
5442,Ta1,0.07999,0.6288,1.0082,
5443,Ta1,0.082656,0.6596,1.0574,
5444,Ta1,0.085506,0.6934,1.1004,
5445,Ta1,0.08856,0.7264,1.1365,
5446,Ta1,0.09184,0.7554,1.1669,
5447,Ta1,0.095372,0.7768,1.1947,
5448,Ta1,0.099187,0.7885,1.2251,
5449,Ta1,0.10332,0.791,1.2636,
5450,Ta1,0.107812,0.7868,1.3168,
5451,Ta1,0.112713,0.78,1.3904,
5452,Ta1,0.11808,0.7779,1.4964,
5453,Ta1,0.123984,0.8091,1.6717,
5454,Ta1,0.13051,1.2024,1.8118,
5455,Ta1,0.13776,1.047,1.5196,
5456,Ta1,0.145864,0.9647,1.6612,
5457,Ta1,0.15498,0.976,1.8013,
5458,Ta1,0.165312,1.0188,1.9352,
5459,Ta1,0.17712,1.0804,2.066,
5460,Ta1,0.190745,1.1551,2.1946,
5461,Ta1,0.20664,1.2376,2.3209,
5462,Ta1,0.225426,1.321,2.4458,
5463,Ta1,0.247968,1.3938,2.5746,
5464,Ta1,0.261019,1.4215,2.644,
5465,Ta1,0.27552,1.4408,2.7204,
5466,Ta1,0.291728,1.4497,2.8078,
5467,Ta1,0.30996,1.4463,2.9115,
5468,Ta1,0.330625,1.4296,3.0382,
5469,Ta1,0.354241,1.3995,3.1965,
5470,Ta1,0.38149,1.3568,3.3965,
5471,Ta1,0.413281,1.3038,3.6501,
5472,Ta1,0.450852,1.244,3.9712,
5473,Ta1,0.495937,1.1813,4.3778,
5474,Ta1,0.551041,1.1201,4.8932,
5475,Ta1,0.619921,1.0643,5.5518,
5476,Ta1,0.708481,1.0177,6.4073,
5477,Ta1,0.826561,0.9843,7.5506,
5478,Ta1,0.991874,0.9704,9.1467,
5479,Ta1,1.239842,0.989,11.5283,
5480,Ta1,1.653123,1.0782,15.4738,
5481,Ta1,2.479684,1.3916,23.3183,
5482,Ta2,0.667,1.4478379,2.3306224,
5483,Ta2,0.714,1.2685432,2.7919609,
5484,Ta2,0.769,1.1466787,3.2384897,
5485,Ta2,0.833,1.073087,3.7362305,
5486,Ta2,0.909,1.0150307,4.2736932,
5487,Ta2,1.05,0.96032,5.2167868,
5488,Ta2,1.11,0.9253053,5.5894492,
5489,Ta2,1.18,0.9012078,6.0121558,
5490,Ta2,1.25,0.8740663,6.4776281,
5491,Ta2,1.33,0.8414308,7.0171487,
5492,Ta2,1.43,0.8354757,7.6548582,
5493,Ta2,1.54,0.8564461,8.3686838,
5494,Ta2,1.67,0.9019896,9.1771344,
5495,Ta2,1.82,0.960826,10.114648,
5496,Ta2,2.11,1.1067824,11.896174,
5497,Ta2,2.22,1.192353,12.595572,
5498,Ta2,2.35,1.2678805,13.363144,
5499,Ta2,2.5,1.3499202,14.23958,
5500,Ta2,2.67,1.4802727,15.240124,
5501,Ta2,2.86,1.6348171,16.359682,
5502,Ta2,3.08,1.8209204,17.640057,
5503,Ta2,3.33,2.0587589,19.120563,
5504,Ta2,3.64,2.3469537,20.845754,
5505,Ta2,4.44,3.1932058,25.461819,
5506,Ta2,5.71,4.9008382,32.510917,
5507,Ta2,6.67,6.4122619,37.643719,
5508,Ta2,11.1,15.61576,59.926459,
5509,Ta2,12.5,19.058763,66.350003,
5510,Ta2,14.3,24.23852,73.949845,
5511,Ta2,16.7,31.493393,82.79423,
5512,Ta2,22.2,48.392026,98.921392,
5513,Ta2,28.6,66.1388,111.86857,
5514,Ta2,33.3,77.867703,119.08288,
5515,Ta2,44.4,100.17673,131.63028,
5516,Ta2,57.1,119.43744,143.08774,
5517,Ta2,66.7,131.25365,151.08524,
5518,Ti1,0.017586,0.9127,0.0093,
5519,Ti1,0.017712,0.9111,0.0099,
5520,Ti1,0.017839,0.9089,0.0099,
5521,Ti1,0.017969,0.9073,0.0105,
5522,Ti1,0.0181,0.9056,0.011,
5523,Ti1,0.018233,0.9034,0.0111,
5524,Ti1,0.018368,0.9017,0.0116,
5525,Ti1,0.018505,0.8995,0.0122,
5526,Ti1,0.018644,0.8973,0.0123,
5527,Ti1,0.018785,0.8951,0.0128,
5528,Ti1,0.018929,0.8928,0.0134,
5529,Ti1,0.019074,0.8906,0.014,
5530,Ti1,0.019222,0.8884,0.0146,
5531,Ti1,0.019373,0.8856,0.0152,
5532,Ti1,0.019525,0.8828,0.0159,
5533,Ti1,0.01968,0.8799,0.0165,
5534,Ti1,0.019837,0.8771,0.0171,
5535,Ti1,0.019997,0.8743,0.0177,
5536,Ti1,0.02016,0.8708,0.0189,
5537,Ti1,0.020325,0.8674,0.0196,
5538,Ti1,0.020493,0.864,0.0208,
5539,Ti1,0.020664,0.8599,0.0221,
5540,Ti1,0.020838,0.8565,0.0228,
5541,Ti1,0.021014,0.8524,0.024,
5542,Ti1,0.021194,0.8477,0.026,
5543,Ti1,0.021377,0.8431,0.0273,
5544,Ti1,0.021562,0.8384,0.0292,
5545,Ti1,0.021752,0.833,0.0306,
5546,Ti1,0.021944,0.8277,0.0332,
5547,Ti1,0.02214,0.8217,0.0353,
5548,Ti1,0.022339,0.8151,0.038,
5549,Ti1,0.022543,0.8085,0.0414,
5550,Ti1,0.022749,0.8013,0.0449,
5551,Ti1,0.02296,0.7934,0.0492,
5552,Ti1,0.023175,0.7848,0.0535,
5553,Ti1,0.023393,0.7756,0.06,
5554,Ti1,0.023616,0.7658,0.0666,
5555,Ti1,0.023843,0.7548,0.0755,
5556,Ti1,0.024075,0.7432,0.0861,
5557,Ti1,0.024311,0.7313,0.0991,
5558,Ti1,0.024551,0.7194,0.1161,
5559,Ti1,0.024797,0.7093,0.1382,
5560,Ti1,0.025047,0.7023,0.1652,
5561,Ti1,0.025303,0.7027,0.1971,
5562,Ti1,0.025564,0.7146,0.2295,
5563,Ti1,0.02583,0.7384,0.2553,
5564,Ti1,0.026102,0.768,0.2663,
5565,Ti1,0.02638,0.7915,0.2615,
5566,Ti1,0.026663,0.8012,0.2509,
5567,Ti1,0.026953,0.7982,0.2431,
5568,Ti1,0.027249,0.7873,0.2445,
5569,Ti1,0.027552,0.7744,0.2563,
5570,Ti1,0.027862,0.764,0.2788,
5571,Ti1,0.028178,0.7614,0.3093,
5572,Ti1,0.028502,0.7699,0.3461,
5573,Ti1,0.028834,0.7928,0.3828,
5574,Ti1,0.029173,0.8304,0.4118,
5575,Ti1,0.02952,0.8771,0.4258,
5576,Ti1,0.029876,0.9237,0.4222,
5577,Ti1,0.03024,0.961,0.4043,
5578,Ti1,0.030613,0.9847,0.3803,
5579,Ti1,0.030996,0.9964,0.3588,
5580,Ti1,0.031388,1.0014,0.3445,
5581,Ti1,0.031791,1.0056,0.3366,
5582,Ti1,0.032204,1.0131,0.3336,
5583,Ti1,0.032627,1.0256,0.3315,
5584,Ti1,0.033062,1.043,0.3255,
5585,Ti1,0.033509,1.0616,0.3132,
5586,Ti1,0.033968,1.0783,0.2944,
5587,Ti1,0.03444,1.0893,0.2713,
5588,Ti1,0.034925,1.0938,0.2459,
5589,Ti1,0.035424,1.0918,0.2216,
5590,Ti1,0.035937,1.0853,0.1995,
5591,Ti1,0.036466,1.0755,0.1808,
5592,Ti1,0.03701,1.0631,0.1651,
5593,Ti1,0.037571,1.0499,0.1524,
5594,Ti1,0.038149,1.0355,0.1424,
5595,Ti1,0.038745,1.0209,0.1347,
5596,Ti1,0.03936,1.0058,0.1292,
5597,Ti1,0.039995,0.9913,0.1256,
5598,Ti1,0.040651,0.9763,0.1229,
5599,Ti1,0.041328,0.9617,0.1222,
5600,Ti1,0.042029,0.9472,0.123,
5601,Ti1,0.042753,0.933,0.1243,
5602,Ti1,0.043503,0.9183,0.1274,
5603,Ti1,0.04428,0.9041,0.1316,
5604,Ti1,0.045085,0.8897,0.1366,
5605,Ti1,0.04592,0.876,0.1427,
5606,Ti1,0.046786,0.8617,0.1503,
5607,Ti1,0.047686,0.8481,0.1592,
5608,Ti1,0.048621,0.8352,0.1688,
5609,Ti1,0.049594,0.8224,0.18,
5610,Ti1,0.050606,0.8103,0.1913,
5611,Ti1,0.05166,0.7984,0.2035,
5612,Ti1,0.052759,0.7873,0.2166,
5613,Ti1,0.053906,0.7758,0.2301,
5614,Ti1,0.055104,0.7649,0.2432,
5615,Ti1,0.056356,0.753,0.257,
5616,Ti1,0.057667,0.7401,0.2716,
5617,Ti1,0.05904,0.7262,0.2871,
5618,Ti1,0.06048,0.7111,0.3044,
5619,Ti1,0.061992,0.6943,0.3241,
5620,Ti1,0.063582,0.6771,0.3471,
5621,Ti1,0.065255,0.6585,0.3736,
5622,Ti1,0.067018,0.6407,0.4043,
5623,Ti1,0.06888,0.6237,0.4393,
5624,Ti1,0.070848,0.6095,0.4791,
5625,Ti1,0.072932,0.5978,0.5228,
5626,Ti1,0.075142,0.5901,0.5703,
5627,Ti1,0.07749,0.5866,0.6205,
5628,Ti1,0.07999,0.5879,0.6735,
5629,Ti1,0.082656,0.5934,0.7281,
5630,Ti1,0.085506,0.6045,0.7832,
5631,Ti1,0.08856,0.62,0.8387,
5632,Ti1,0.09184,0.6402,0.8943,
5633,Ti1,0.095372,0.665,0.9488,
5634,Ti1,0.099187,0.6939,1.0023,
5635,Ti1,0.10332,0.7268,1.0532,
5636,Ti1,0.107812,0.7628,1.1018,
5637,Ti1,0.112713,0.8006,1.1467,
5638,Ti1,0.11808,0.8386,1.1884,
5639,Ti1,0.123984,0.8748,1.2265,
5640,Ti1,0.13051,0.9066,1.2629,
5641,Ti1,0.13776,0.9318,1.2997,
5642,Ti1,0.145864,0.9482,1.342,
5643,Ti1,0.15498,0.9564,1.3959,
5644,Ti1,0.165312,0.9606,1.4689,
5645,Ti1,0.17712,0.9706,1.5656,
5646,Ti1,0.190745,1.001,1.6814,
5647,Ti1,0.20664,1.058,1.794,
5648,Ti1,0.225426,1.1105,1.8775,
5649,Ti1,0.247968,1.0929,1.9699,
5650,Ti1,0.261019,1.06,2.06,
5651,Ti1,0.27552,1.0397,2.1977,
5652,Ti1,0.291728,1.0707,2.3722,
5653,Ti1,0.30996,1.187,2.5304,
5654,Ti1,0.330625,1.3546,2.5636,
5655,Ti1,0.354241,1.3798,2.4347,
5656,Ti1,0.38149,1.1248,2.3791,
5657,Ti1,0.413281,0.7721,2.6064,
5658,Ti1,0.450852,0.516,3.0467,
5659,Ti1,0.495937,0.3671,3.5927,
5660,Ti1,0.551041,0.2867,4.2241,
5661,Ti1,0.619921,0.2512,4.9688,
5662,Ti1,0.708481,0.2565,5.8839,
5663,Ti1,0.826561,0.3226,7.0623,
5664,Ti1,0.991874,0.5347,8.6306,
5665,Ti1,1.239842,0.9209,10.5189,
5666,Ti1,1.653123,0.6066,13.7851,
5667,Ti1,2.479684,0.6754,21.1673,
5668,Ti2,0.667,2.370432,3.0317254,
5669,Ti2,0.714,2.5658703,3.1836237,
5670,Ti2,0.769,2.8061078,3.2717366,
5671,Ti2,0.833,3.1079186,3.3007447,
5672,Ti2,0.909,3.3065327,3.2405736,
5673,Ti2,1.05,3.4440424,3.2989913,
5674,Ti2,1.11,3.5179021,3.3609902,
5675,Ti2,1.18,3.6009322,3.4342207,
5676,Ti2,1.25,3.698148,3.5123265,
5677,Ti2,1.33,3.8097162,3.5906589,
5678,Ti2,1.43,3.9419174,3.7122171,
5679,Ti2,1.54,4.0126191,3.8077018,
5680,Ti2,1.67,4.2746437,3.8609249,
5681,Ti2,1.82,4.4682212,3.8823682,
5682,Ti2,2.11,4.7311251,3.7288987,
5683,Ti2,2.22,4.7418094,3.6030774,
5684,Ti2,2.35,4.6520327,3.3990496,
5685,Ti2,2.5,4.364761,3.1898829,
5686,Ti2,2.67,3.8144105,3.0741948,
5687,Ti2,2.86,3.0649496,3.5829978,
5688,Ti2,3.08,2.4004043,4.4865443,
5689,Ti2,3.33,2.3943002,5.4204022,
5690,Ti2,3.64,2.5809283,6.2578349,
5691,Ti2,4.44,2.8327334,7.7291731,
5692,Ti2,5.71,2.1867059,10.53627,
5693,Ti2,6.67,2.4841185,12.895769,
5694,Ti2,11.1,4.5921948,21.789718,
5695,Ti2,12.5,5.29318,24.380236,
5696,Ti2,14.3,6.2397504,27.621553,
5697,Ti2,16.7,7.5817542,31.846917,
5698,Ti2,22.2,11.217047,41.326081,
5699,Ti2,28.6,16.284041,51.475157,
5700,Ti2,33.3,20.880752,58.046709,
5701,Ti2,44.4,31.260311,70.562709,
5702,Ti2,57.1,42.303853,81.834224,
5703,Ti2,66.7,49.906684,88.904473,
5704,ZnO,0.3,1.8403,0.19634,
5705,ZnO,0.305,1.8293,0.19345,
5706,ZnO,0.31,1.8179,0.19401,
5707,ZnO,0.315,1.8074,0.19875,
5708,ZnO,0.32,1.7997,0.20771,
5709,ZnO,0.325,1.7968,0.21992,
5710,ZnO,0.33,1.8001,0.23328,
5711,ZnO,0.335,1.8099,0.24512,
5712,ZnO,0.34,1.825,0.25284,
5713,ZnO,0.345,1.8434,0.25473,
5714,ZnO,0.35,1.8625,0.25023,
5715,ZnO,0.355,1.8798,0.23991,
5716,ZnO,0.36,1.8938,0.22516,
5717,ZnO,0.365,1.9034,0.20768,
5718,ZnO,0.37,1.9086,0.18918,
5719,ZnO,0.375,1.9096,0.17108,
5720,ZnO,0.38,1.9074,0.1544,
5721,ZnO,0.385,1.9027,0.13971,
5722,ZnO,0.39,1.8964,0.12725,
5723,ZnO,0.395,1.8894,0.11698,
5724,ZnO,0.4,1.8821,0.10866,
5725,ZnO,0.405,1.8749,0.102,
5726,ZnO,0.41,1.8681,0.096667,
5727,ZnO,0.415,1.8619,0.092362,
